,userId,movieId,rating,timestamp,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
19987691,129969,7,4.0,866467148,Sabrina (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2748776,18265,70,1.5,1438811193,From Dusk Till Dawn (1996),0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
125197,900,22,4.0,857676138,Copycat (1995),0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23629575,153364,2997,5.0,986069241,Being John Malkovich (1999),0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17650897,114405,2038,4.0,938033791,"Cat from Outer Space, The (1978)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18817233,122011,3848,2.0,1030406398,Silent Fall (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6863617,44527,4973,4.0,1110115573,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8611624,56108,142536,5.0,1541588910,Burnt (2015),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23451629,152230,331,2.0,835891017,Tom & Viv (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22754104,147907,130634,5.0,1455560824,Furious 7 (2015),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15727708,101823,1240,4.0,1143621309,"Terminator, The (1984)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
117063,856,4886,5.0,1448614113,"Monsters, Inc. (2001)",0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20269148,131759,521,4.0,880823985,Romeo Is Bleeding (1993),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16756459,108703,85261,2.5,1359448080,Mars Needs Moms (2011),0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19987318,129967,260,5.0,1096492017,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1411752,9488,593,3.0,1111090707,"Silence of the Lambs, The (1991)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5058009,32855,36537,2.0,1141147265,Thumbsucker (2005),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12504815,80935,1103,4.0,939558053,Rebel Without a Cause (1955),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14554944,94227,2571,5.0,1263514490,"Matrix, The (1999)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
23592299,153118,1287,4.0,1030822396,Ben-Hur (1959),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16449214,106708,99114,3.0,1441311738,Django Unchained (2012),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
896814,6038,4848,0.5,1372402011,Mulholland Drive (2001),0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
8642927,56310,2826,4.0,1563161284,"13th Warrior, The (1999)",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17678824,114577,188797,3.5,1534435699,Tag (2018),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24738269,160805,6023,4.0,1465000770,Band of Outsiders (Bande à part) (1964),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4032819,26527,1385,3.0,1454507667,Under Siege (1992),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10131634,65740,6213,1.5,1353327044,Tears of the Sun (2003),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10226935,66308,1608,3.0,1156680858,Air Force One (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14009407,90785,133988,3.0,1465586013,Seventeen Again (2000),0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7256859,47056,784,5.0,860261588,"Cable Guy, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1137035,7657,1479,3.0,1485199223,"Saint, The (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
9041751,58904,750,4.5,1533666432,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19312505,125372,4034,3.5,1098940885,Traffic (2000),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
17473694,113226,7438,4.0,1420185125,Kill Bill: Vol. 2 (2004),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23993656,155926,1214,5.0,1074820234,Alien (1979),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3969555,26117,1958,3.5,1510364807,Terms of Endearment (1983),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10630727,69016,2054,1.0,974786175,"Honey, I Shrunk the Kids (1989)",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8258697,53772,1721,3.5,1215180480,Titanic (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
17627257,114268,4306,3.5,1468378418,Shrek (2001),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5167623,33574,87306,2.0,1394643063,Super 8 (2011),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2271917,15121,77154,3.5,1467281950,Waking Sleeping Beauty (2009),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17036950,110475,527,5.0,856327619,Schindler's List (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6950264,45083,110586,3.5,1448342851,Calvary (2014),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20385769,132566,54286,3.5,1426525249,"Bourne Ultimatum, The (2007)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
685151,4675,2804,5.0,1048919750,"Christmas Story, A (1983)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069715,32934,455,1.0,847110087,Free Willy (1993),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1911545,12701,3409,2.0,1092904926,Final Destination (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14613975,94588,1573,1.0,924668776,Face/Off (1997),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
10130217,65724,115713,5.0,1440964168,Ex Machina (2015),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
693669,4732,2571,4.0,1043508706,"Matrix, The (1999)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16765502,108778,2884,1.5,1057689023,Dog Park (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23654198,153586,1265,4.0,1557961065,Groundhog Day (1993),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12341626,79916,1377,3.0,968084545,Batman Returns (1992),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13678630,88564,608,4.0,974763554,Fargo (1996),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2560712,17058,4728,2.5,1131855684,Rat Race (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24356956,158251,26776,4.0,1503048015,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3395868,22403,8908,4.5,1265659135,Ladder 49 (2004),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5305995,34414,5827,1.5,1053876000,"Young Americans, The (1993)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22525534,146437,59315,4.0,1463850296,Iron Man (2008),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21191255,137692,26587,3.0,1264643983,"Decalogue, The (Dekalog) (1989)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6907063,44812,2723,4.0,1181892819,Mystery Men (1999),0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19924274,129556,3578,5.0,964848932,Gladiator (2000),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14696683,95085,141,5.0,844001624,"Birdcage, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9768221,63425,31410,4.0,1230492003,"Downfall (Untergang, Der) (2004)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3200564,21122,6093,5.0,1289132038,"Last Unicorn, The (1982)",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23037212,149704,106540,3.0,1446913388,Delivery Man (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15893321,103040,356,2.0,974082491,Forrest Gump (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
23349609,151588,3981,2.0,1111639666,Red Planet (2000),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1902688,12629,7438,4.0,1225146046,Kill Bill: Vol. 2 (2004),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20272114,131791,8376,4.0,1477096701,Napoleon Dynamite (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20308253,132028,4766,3.0,1042645220,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
23179825,150543,278,2.0,901723799,Miami Rhapsody (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524902,10205,786,2.0,1157029058,Eraser (1996),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18757521,121615,3361,4.5,1135367485,Bull Durham (1988),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5984601,38777,586,4.0,835116580,Home Alone (1990),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231494,8320,231,0.5,1304519428,Dumb & Dumber (Dumb and Dumber) (1994),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662670,17714,163,3.5,1083439450,Desperado (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13479112,87191,2987,5.0,1314506123,Who Framed Roger Rabbit? (1988),0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5726995,37067,81845,4.5,1433979484,"King's Speech, The (2010)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11170665,72420,532,4.0,953848692,Serial Mom (1994),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6637673,42962,500,4.0,844671999,Mrs. Doubtfire (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22054579,143368,91529,3.5,1457114231,"Dark Knight Rises, The (2012)",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
22165626,144129,2599,5.0,950483501,Election (1999),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5504073,35668,380,5.0,834124381,True Lies (1994),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11653896,75558,3420,4.5,1102469607,...And Justice for All (1979),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11086007,72121,2288,4.5,1062188274,"Thing, The (1982)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
5862535,37975,1690,3.0,919770738,Alien: Resurrection (1997),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9176982,59810,4446,3.0,1169224132,Final Fantasy: The Spirits Within (2001),0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17648075,114392,3793,5.0,1042836558,X-Men (2000),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13997101,90695,7155,4.0,1096764666,Calendar Girls (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9134665,59482,5508,1.5,1054476337,24 Hour Party People (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4728003,30884,1259,3.5,1182170806,Stand by Me (1986),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10187666,66057,4085,3.5,1489951097,Beverly Hills Cop (1984),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17520814,113583,50,5.0,1106347937,"Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4465783,29332,1078,4.5,1322081057,Bananas (1971),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20952027,136236,8950,3.5,1287750749,The Machinist (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7787776,50588,2840,2.0,1026789257,Stigmata (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4415433,29041,1259,4.5,1065786192,Stand by Me (1986),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23136687,150276,2918,4.0,1033437140,Ferris Bueller's Day Off (1986),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16770893,108805,1193,3.0,1473456861,One Flew Over the Cuckoo's Nest (1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17106263,110926,8972,3.0,1455927463,National Treasure (2004),0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
14431058,93441,1244,5.0,850232617,Manhattan (1979),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1256038,8483,1580,4.0,978475178,Men in Black (a.k.a. MIB) (1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2871387,18995,3252,2.0,1054824565,Scent of a Woman (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8040491,52318,1336,3.0,1144422422,Body Parts (1991),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23686110,153800,68237,3.5,1285978824,Moon (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
11046135,71832,539,4.0,835040440,Sleepless in Seattle (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22064143,143456,266,1.0,829909760,Legends of the Fall (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
7417712,48107,457,3.0,1183272711,"Fugitive, The (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9581334,62199,72405,3.0,1308174008,Bad Lieutenant: Port of Call New Orleans (2009),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7314533,47402,2000,3.0,1051604669,Lethal Weapon (1987),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23856384,154962,1702,1.0,941616070,Flubber (1997),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3680048,24356,119145,4.0,1482113935,Kingsman: The Secret Service (2015),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16742898,108600,3174,3.0,980896888,Man on the Moon (1999),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1032538,6958,1968,4.0,1223711703,"Breakfast Club, The (1985)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2807223,18580,176355,3.0,1545181802,The Mountain Between Us (2017),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2611316,17387,551,3.0,1382987101,"Nightmare Before Christmas, The (1993)",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13397569,86654,42009,2.0,1298488650,Cheaper by the Dozen 2 (2005),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23868220,155048,1219,4.0,978149633,Psycho (1960),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6266656,40618,750,4.5,1225236720,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24316431,158028,83270,3.5,1479066646,Made in Dagenham (2010),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16560628,107454,3300,3.0,978475123,Pitch Black (2000),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
11521832,74674,2236,4.0,1177898966,Simon Birch (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14954019,96885,2161,3.5,1111473832,"NeverEnding Story, The (1984)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10112216,65599,144,3.0,856818597,"Brothers McMullen, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13243818,85757,1010,2.5,1487335482,"Love Bug, The (1969)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19830828,128875,5418,4.5,1485662787,"Bourne Identity, The (2002)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3631909,23993,466,3.5,1055646210,Hot Shots! Part Deux (1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18325779,118678,194396,3.5,1567400298,Overlord (2018),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
5912016,38311,2916,4.0,1118555315,Total Recall (1990),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
21239388,138021,2471,2.0,964119995,Crocodile Dundee II (1988),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13434243,86854,122886,0.5,1508293598,Star Wars: Episode VII - The Force Awakens (2015),0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
13511538,87419,93721,3.0,1506413920,Jiro Dreams of Sushi (2011),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11246480,72941,58,5.0,857813084,"Postman, The (Postino, Il) (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14092982,91387,780,5.0,958345554,Independence Day (a.k.a. ID4) (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
13354243,86413,2529,4.0,1247742946,Planet of the Apes (1968),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17924596,116189,4356,5.0,1001597649,Gentlemen Prefer Blondes (1953),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3995758,26302,3812,3.0,966118810,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24926254,162093,2396,2.0,938537731,Shakespeare in Love (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7188510,46602,1896,2.0,944922023,Cousin Bette (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9318740,60655,5256,3.0,1277840571,Stolen Summer (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1815399,12083,161,3.0,835688918,Crimson Tide (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
10011271,64972,442,3.0,1533987362,Demolition Man (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18153403,117577,1377,3.5,1111482527,Batman Returns (1992),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
817893,5503,5047,2.5,1384007811,Kung Pow: Enter the Fist (2002),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21683560,140944,1196,3.0,1000520113,Star Wars: Episode V - The Empire Strikes Back (1980),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7120185,46143,62374,3.0,1291089968,Body of Lies (2008),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13887720,90028,3034,4.5,1570728496,Robin Hood (1973),0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11794208,76480,5952,4.5,1568915015,"Lord of the Rings: The Two Towers, The (2002)",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9145263,59563,5139,4.0,1021577000,"Bad News Bears, The (1976)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20134560,130929,608,4.0,1163788706,Fargo (1996),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
14853534,96236,4345,2.5,1194400713,"Anniversary Party, The (2001)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15605301,101052,8644,5.0,1329091090,"I, Robot (2004)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
19534203,126840,2501,2.0,978046939,October Sky (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18922957,122715,1962,3.0,1165459534,Driving Miss Daisy (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2949663,19457,7153,3.5,1462092049,"Lord of the Rings: The Return of the King, The (2003)",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16082437,104249,2841,3.5,1138590389,Stir of Echoes (1999),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
18436974,119432,99114,5.0,1489383993,Django Unchained (2012),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3552149,23435,1291,5.0,851100817,Indiana Jones and the Last Crusade (1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409504,16074,4641,3.0,1439791309,Ghost World (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24392621,158492,134130,4.0,1489603271,The Martian (2015),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24305537,157964,3444,1.5,1183068581,Bloodsport (1988),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13029813,84372,7263,3.5,1139186687,Miracle (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17382132,112598,4638,1.0,1157317869,Jurassic Park III (2001),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
438948,3025,2558,4.0,945061161,Forces of Nature (1999),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7031063,45586,63131,4.0,1281724343,Role Models (2008),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20255742,131666,58559,4.5,1234759443,"Dark Knight, The (2008)",0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2890751,19094,51705,4.0,1221576746,Priceless (Hors de prix) (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5996225,38852,2692,4.0,1182362234,Run Lola Run (Lola rennt) (1998),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18794414,121887,60756,4.0,1534046029,Step Brothers (2008),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6615031,42824,1259,4.0,948552239,Stand by Me (1986),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10290636,66736,3481,2.5,1229321544,High Fidelity (2000),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22459664,146041,1096,4.0,945177340,Sophie's Choice (1982),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7469673,48526,1073,3.0,860585398,Willy Wonka & the Chocolate Factory (1971),0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15897433,103071,1885,3.0,976206132,"Opposite of Sex, The (1998)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
668340,4571,296,3.0,844679055,Pulp Fiction (1994),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3072224,20217,3991,2.0,1231239943,102 Dalmatians (2000),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20658667,134354,18,5.0,1500650736,Four Rooms (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22959388,149157,165,4.0,1149997412,Die Hard: With a Vengeance (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8469449,55154,3753,3.0,981259802,"Patriot, The (2000)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10611906,68876,2421,3.0,1007670569,"Karate Kid, Part II, The (1986)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5549428,35924,1084,4.0,958768514,Bonnie and Clyde (1967),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20542925,133597,3535,4.5,1113622144,American Psycho (2000),0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
19742958,128243,30793,1.5,1494886109,Charlie and the Chocolate Factory (2005),0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7897634,51290,1293,4.5,1306605731,Gandhi (1982),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23131199,150246,858,4.5,1468657443,"Godfather, The (1972)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18247996,118196,59418,4.0,1343938180,"American Crime, An (2007)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14984849,97083,1299,3.5,1337254039,"Killing Fields, The (1984)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12322900,79800,6323,3.5,1053117782,Identity (2003),0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
20881306,135765,81847,4.0,1552215591,Tangled (2010),0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
676147,4632,110,3.0,845183845,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17287862,112012,46530,3.0,1153177558,Superman Returns (2006),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12915389,83579,2249,3.0,963001565,My Blue Heaven (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
